playerid, season,height,weight, Age, salary, G, GS, MP, FG,FGA,FGPERCENT,THREEP,THREEPA,THREEPPERCENT,TWOP,TWOPA,TWOPPERCENT,EFGPERCENT,FT,FTA,FTPERCENT,ORB, DRB,TRB,AST,STL,BLK,TOV,PF,PTS,experience,PFN,TOVN,TWOPTHREEPPERCENT,playerid63,playerid132,playerid292,playerid298,playerid407,playerid491,playerid571,playerid611,playerid767,playerid819,playerid847,playerid876,playerid966,playerid1012,playerid1169,playerid1172,playerid1211,playerid1289,playerid1313,playerid1510,playerid1558,playerid1734,playerid1742,playerid1768,playerid1795,playerid1822,playerid1841,playerid2060,playerid2262,playerid2354,playerid2356,playerid2389,playerid2411,playerid2421,playerid2499,playerid2589,playerid2600,playerid2634,playerid2656,playerid2738,playerid2744,playerid2768,playerid2814,playerid2836,playerid2837,playerid2846,playerid2864,playerid2990,playerid3009,playerid3045,playerid3076,playerid3117,playerid3131,playerid3172,playerid3494,playerid3539,playerid3609,playerid3631,playerid3644,playerid3736,playerid3758,playerid3759,playerid3764,playerid3848,playerid3957,playerid3960,playerid4233,season2001-02,season2002-03,season2003-04,season2004-05,season2005-06,season2006-07,season2007-08,season2008-09,season2009-10
1172,2001-02,79,215,27,3000000,70,35,1974,274,666,0.411,144,349,0.413,130,317,0.41,0.52,94,111,0.847,15,131,146,181,66,9,62,121,786,5,0.008,0.016,41.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2002-03,79,215,28,3000000,82,82,2829,339,775,0.437,85,212,0.401,254,563,0.451,0.492,100,125,0.8,40,199,239,298,93,15,94,195,863,6,0.005,0.011,43.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2003-04,79,215,29,3000000,82,3,1769,203,576,0.352,52,179,0.291,151,397,0.38,0.398,122,153,0.797,30,122,152,187,103,4,79,115,580,7,0.009,0.013,35.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2004-05,79,215,30,4903000,74,32,2222,297,755,0.393,108,291,0.371,189,464,0.407,0.465,175,203,0.862,38,180,218,301,76,4,129,176,877,8,0.006,0.008,39.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2005-06,79,215,31,5393300,82,36,2589,364,887,0.41,117,295,0.397,247,592,0.417,0.476,244,293,0.833,36,175,211,352,125,8,156,237,1089,9,0.004,0.006,41.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2006-07,79,215,32,5883600,82,61,2287,258,675,0.382,48,156,0.308,210,519,0.405,0.418,262,307,0.853,30,119,149,274,83,6,120,234,826,10,0.004,0.008,38.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2007-08,79,215,33,4350000,82,82,2249,339,777,0.436,112,276,0.406,227,501,0.453,0.508,166,188,0.883,24,146,170,239,86,3,90,188,956,11,0.005,0.011,43.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2008-09,79,215,34,4700000,82,82,2441,292,688,0.424,120,302,0.397,172,386,0.446,0.512,110,130,0.846,25,163,188,261,95,6,72,187,814,12,0.005,0.014,42.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1172,2009-10,79,215,35,5048000,82,82,2227,212,558,0.38,78,224,0.348,134,334,0.401,0.45,113,132,0.856,25,145,170,201,90,9,78,202,615,13,0.005,0.013,37.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2000-01,73,200,24,922080,71,9,1152,100,213,0.469,2,7,0.286,98,206,0.476,0.474,47,91,0.516,144,245,389,33,39,28,52,152,249,1,0.007,0.019,46.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2001-02,73,200,25,986400,82,48,1786,177,394,0.449,2,15,0.133,175,379,0.462,0.452,111,182,0.61,206,350,556,70,71,38,79,232,467,2,0.004,0.013,44.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2002-03,73,200,26,1571335,77,2,802,64,178,0.36,0,2,0,64,176,0.364,0.36,34,63,0.54,118,161,279,51,28,21,34,103,162,3,0.01,0.029,35.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2003-04,73,200,27,4000000,82,79,1961,197,362,0.544,0,4,0,197,358,0.55,0.544,103,154,0.669,248,362,610,64,71,27,60,189,497,4,0.005,0.017,54.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2004-05,73,200,28,4500000,61,43,1594,168,324,0.519,0,5,0,168,319,0.527,0.519,90,142,0.634,205,345,550,43,46,12,55,186,426,5,0.005,0.018,51.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2005-06,73,200,29,5000000,63,37,1581,138,250,0.552,0,4,0,138,246,0.561,0.552,96,159,0.604,224,350,574,50,41,27,64,191,372,6,0.005,0.016,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2006-07,73,200,30,5500000,75,43,1740,122,260,0.469,0,1,0,122,259,0.471,0.469,78,122,0.639,253,356,609,57,62,37,70,202,322,7,0.005,0.014,46.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2007-08,73,200,31,5500000,77,52,1884,205,373,0.55,0,3,0,205,370,0.554,0.55,86,145,0.593,264,404,668,129,56,32,62,221,496,8,0.005,0.016,54.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2008-09,73,200,32,5500000,74,26,1828,177,353,0.501,2,7,0.286,175,346,0.506,0.504,96,146,0.658,215,293,508,130,53,49,88,229,452,9,0.004,0.011,50.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1211,2009-10,73,200,33,6077500,16,3,255,22,46,0.478,0,1,0,22,45,0.489,0.478,5,9,0.556,34,47,81,21,3,4,14,45,49,10,0.022,0.071,47.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2000-01,83,236,24,19610000,81,81,3202,704,1475,0.477,19,66,0.288,685,1409,0.486,0.484,357,467,0.764,219,702,921,401,111,145,230,204,1784,5,0.005,0.004,47.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2001-02,83,236,25,22400000,81,81,3175,659,1401,0.47,37,116,0.319,622,1285,0.484,0.484,359,448,0.801,243,738,981,422,96,126,229,184,1714,6,0.005,0.004,47.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2002-03,83,236,26,25200000,82,82,3321,743,1481,0.502,20,71,0.282,723,1410,0.513,0.508,377,502,0.751,244,858,1102,495,113,129,229,199,1883,7,0.005,0.004,50.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2003-04,83,236,27,28000000,82,82,3231,804,1611,0.499,11,43,0.256,793,1568,0.506,0.502,368,465,0.791,245,894,1139,409,120,178,212,202,1987,8,0.005,0.005,49.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2004-05,83,236,28,16000000,82,82,3121,683,1360,0.502,6,25,0.24,677,1335,0.507,0.504,445,549,0.811,247,861,1108,466,121,112,222,207,1817,9,0.005,0.005,50.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2005-06,83,236,29,18000000,76,76,2957,626,1191,0.526,8,30,0.267,618,1161,0.532,0.529,396,489,0.81,214,752,966,308,104,107,180,206,1656,10,0.005,0.006,52.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2006-07,83,236,30,21000000,76,76,2995,638,1341,0.476,12,56,0.214,626,1285,0.487,0.48,416,498,0.835,183,792,975,313,89,126,205,184,1704,11,0.005,0.005,47.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2007-08,83,236,31,23750000,71,71,2328,534,990,0.539,0,11,0,534,979,0.545,0.539,269,336,0.801,135,520,655,244,100,89,138,163,1337,12,0.006,0.007,53.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2008-09,83,236,32,24751934,57,57,1772,393,740,0.531,2,8,0.25,391,732,0.534,0.532,111,132,0.841,78,407,485,144,63,68,90,128,899,13,0.008,0.011,53.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1289,2009-10,83,236,33,16400000,69,69,2060,402,772,0.521,1,5,0.2,401,767,0.523,0.521,185,221,0.837,78,428,506,185,68,57,101,170,990,14,0.006,0.01,52.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2000-01,83,220,23,849720,59,1,593,64,207,0.309,15,68,0.221,49,139,0.353,0.345,39,55,0.709,35,75,110,19,15,15,34,87,182,1,0.011,0.029,30.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2001-02,83,220,24,834250,82,1,1759,215,523,0.411,66,178,0.371,149,345,0.432,0.474,85,126,0.675,78,225,303,111,71,42,66,190,581,2,0.005,0.015,41.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2002-03,83,220,25,4546000,71,7,1613,180,461,0.39,49,132,0.371,131,329,0.398,0.444,83,105,0.79,91,195,286,92,56,38,65,180,492,3,0.006,0.015,39.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2003-04,83,220,26,4546000,82,48,1951,233,571,0.408,65,186,0.349,168,385,0.436,0.465,73,96,0.76,87,245,332,112,81,38,88,189,604,4,0.005,0.011,40.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2004-05,83,220,27,4546000,15,3,306,37,104,0.356,21,58,0.362,16,46,0.348,0.457,15,20,0.75,13,40,53,14,8,2,12,32,110,5,0.031,0.083,35.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2005-06,83,220,28,5000600,71,5,1542,170,425,0.4,50,160,0.313,120,265,0.453,0.459,58,86,0.674,82,192,274,68,66,34,54,159,448,6,0.006,0.019,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2006-07,83,220,29,1974259,60,17,1283,146,370,0.395,53,150,0.353,93,220,0.423,0.466,36,48,0.75,57,156,213,33,46,23,51,143,381,7,0.007,0.02,39.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2007-08,83,220,30,2369111,53,4,821,74,207,0.357,22,68,0.324,52,139,0.374,0.411,24,34,0.706,28,109,137,35,19,13,24,90,194,8,0.011,0.042,35.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2008-09,83,220,31,1600000,43,17,708,54,142,0.38,22,76,0.289,32,66,0.485,0.458,17,22,0.773,25,53,78,15,23,11,17,57,147,9,0.018,0.059,38.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1313,2009-10,83,220,32,1600000,45,4,761,89,206,0.432,48,123,0.39,41,83,0.494,0.549,16,23,0.696,21,93,114,32,41,10,15,89,242,10,0.011,0.067,43.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2000-01,80,220,22,1973880,78,42,2519,547,1249,0.438,40,146,0.274,507,1103,0.46,0.454,277,319,0.868,75,163,238,224,75,10,201,203,1411,1,0.005,0.005,43.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2001-02,80,220,23,2111640,63,57,2203,472,1084,0.435,16,42,0.381,456,1042,0.438,0.443,300,337,0.89,73,143,216,171,38,14,132,136,1260,2,0.007,0.008,43.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2002-03,80,220,24,2681783,82,82,2640,570,1286,0.443,32,119,0.269,538,1167,0.461,0.456,440,528,0.833,88,230,318,208,64,13,200,249,1612,3,0.004,0.005,44.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2003-04,80,220,25,6500000,78,78,2772,530,1166,0.455,18,68,0.265,512,1098,0.466,0.462,297,342,0.868,78,201,279,310,103,17,210,222,1375,4,0.005,0.005,45.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2004-05,80,220,26,7812500,76,76,2926,510,1160,0.44,36,118,0.305,474,1042,0.455,0.455,368,429,0.858,74,221,295,372,77,13,217,232,1424,5,0.004,0.005,43.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2005-06,80,220,27,8625000,80,80,2825,649,1322,0.491,55,120,0.458,594,1202,0.494,0.512,256,303,0.845,84,172,256,275,52,16,173,207,1609,6,0.005,0.006,49.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2006-07,80,220,28,9187500,75,75,2763,547,1170,0.468,44,129,0.341,503,1041,0.483,0.486,347,403,0.861,75,207,282,285,59,15,159,232,1485,7,0.004,0.006,46.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2007-08,80,220,29,10000000,72,72,2424,499,1030,0.484,62,141,0.44,437,889,0.492,0.515,184,221,0.833,75,160,235,299,73,10,132,171,1244,8,0.006,0.008,48.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2008-09,80,220,30,10812500,67,51,2279,466,1043,0.447,70,190,0.368,396,853,0.464,0.48,223,263,0.848,44,163,207,297,40,4,133,176,1225,9,0.006,0.008,44.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1510,2009-10,80,220,31,11625000,46,46,1552,293,717,0.409,41,138,0.297,252,579,0.435,0.437,204,241,0.846,30,92,122,202,30,3,115,115,831,10,0.009,0.009,40.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2000-01,78,185,20,797880,78,38,1892,241,543,0.444,1,7,0.143,240,536,0.448,0.445,103,157,0.656,119,262,381,130,63,18,148,223,586,2,0.004,0.007,44.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2001-02,78,185,21,1436982,44,1,1313,230,484,0.475,1,3,0.333,229,481,0.476,0.476,115,144,0.799,96,180,276,54,41,21,78,166,576,3,0.006,0.013,47.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2002-03,78,185,22,5060000,82,37,2467,389,896,0.434,13,46,0.283,376,850,0.442,0.441,211,274,0.77,159,352,511,125,71,33,163,280,1002,4,0.004,0.006,43.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2003-04,78,185,23,5692500,79,15,2441,421,909,0.463,21,77,0.273,400,832,0.481,0.475,185,252,0.734,163,345,508,131,80,22,163,250,1048,5,0.004,0.006,46.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2004-05,78,185,24,6325000,66,66,2550,453,986,0.459,16,74,0.216,437,912,0.479,0.468,236,351,0.672,145,316,461,208,85,16,204,249,1158,6,0.004,0.005,45.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2005-06,78,185,25,6957500,76,76,2782,551,1220,0.452,66,191,0.346,485,1029,0.471,0.479,243,350,0.694,132,391,523,238,85,14,195,301,1411,7,0.003,0.005,45.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1558,2006-07,78,185,26,7625000,78,78,2563,495,1083,0.457,127,293,0.4375,368,790,0.4655,0.5155,168,242,0.697,151,345,496,149,65,24,169,269,1285,8,0.004,0.006,45.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
